Season,Team,Ranking,Other,GP,PPG,PPG Allow,PPG Diff,PTS OFF TO,PTS in Paint,SEC Chance PTS,FG%,FG% Allow,3FG%,3FG% Allow,FT%,FT% Allow,PPS,PTS/POSS
2016-17,Golden State,1,"1

Golden State
GS",82,115.9,104.3,11.6,1588,3826,1036,.495,.435,.383,.324,.788,.761,1.33,1.15
2016-17,Houston,2,"2

Houston
HOU",82,115.3,109.6,5.7,1529,3836,1172,.462,.463,.357,.343,.766,.778,1.32,1.14
2016-17,Denver,3,"3

Denver
DEN",82,111.7,111.2,0.5,1153,4092,1236,.469,.477,.368,.375,.774,.782,1.27,1.13
2016-17,Cleveland,4,"4

Cleveland
CLE",82,110.3,107.2,3.1,1207,3246,946,.470,.458,.384,.361,.748,.773,1.30,1.13
2016-17,Washington,5,"5

Washington
WSH",82,109.2,107.4,1.8,1451,3700,1066,.475,.466,.372,.364,.784,.751,1.25,1.11
2016-17,Los Angeles,6,"6

Los Angeles
LAC",82,108.7,104.4,4.3,1256,3280,931,.475,.452,.375,.350,.745,.772,1.31,1.12
2016-17,Boston,7,"7

Boston
BOS",82,108.0,105.4,2.6,1340,3428,914,.454,.450,.359,.332,.807,.769,1.27,1.11
2016-17,Portland,8,"8

Portland
POR",82,107.9,108.5,-0.6,1204,3486,1036,.459,.455,.375,.370,.780,.785,1.25,1.10
2016-17,Phoenix,9,"9

Phoenix
PHX",82,107.7,113.3,-5.6,1452,3902,1218,.450,.467,.332,.382,.776,.783,1.22,1.06
2016-17,Toronto,10,"10

Toronto
TOR",82,106.9,102.6,4.3,1425,3604,1106,.464,.449,.363,.354,.796,.780,1.27,1.12
2016-17,Oklahoma City,11,"11

Oklahoma City
OKC",82,106.6,105.8,0.8,1282,4108,1204,.452,.459,.327,.356,.745,.764,1.22,1.08
2016-17,Brooklyn,12,"12

Brooklyn
BKN",82,105.8,112.5,-6.7,1234,3780,943,.444,.458,.338,.366,.788,.772,1.24,1.04
2016-17,Minnesota,13,"13

Minnesota
MIN",82,105.6,106.7,-1.1,1373,3752,1209,.467,.475,.349,.366,.799,.768,1.25,1.10
2016-17,San Antonio,14,"14

San Antonio
SA",82,105.3,98.1,7.2,1418,3248,1059,.469,.443,.391,.344,.797,.771,1.26,1.11
2016-17,Indiana,15,"15

Indiana
IND",82,105.1,105.3,-0.2,1365,3446,936,.465,.451,.376,.355,.810,.789,1.24,1.08
2016-17,Charlotte,16,"16

Charlotte
CHA",82,104.9,104.7,0.2,1219,3274,966,.442,.456,.351,.369,.815,.776,1.23,1.08
2016-17,Los Angeles,17,"17

Los Angeles
LAL",82,104.6,111.5,-6.9,1424,3922,1111,.450,.483,.346,.370,.754,.762,1.20,1.06
2016-17,New York,18,"18

New York
NY",82,104.3,108.0,-3.7,1180,3322,1222,.447,.455,.348,.348,.788,.771,1.18,1.07
2016-17,New Orleans,18,"18

New Orleans
NO",82,104.3,106.4,-2.1,1198,3618,887,.450,.450,.350,.353,.750,.762,1.20,1.05
2016-17,Milwaukee,20,"20

Milwaukee
MIL",82,103.6,103.8,-0.2,1418,3992,909,.474,.458,.370,.353,.768,.771,1.27,1.09
2016-17,Miami,21,"21

Miami
MIA",82,103.2,102.1,1.1,1303,3724,1110,.455,.450,.365,.343,.706,.782,1.20,1.07
2016-17,Atlanta,21,"21

Atlanta
ATL",82,103.2,104.0,-0.8,1336,3514,1105,.451,.444,.341,.357,.728,.772,1.22,1.05
2016-17,Chicago,23,"23

Chicago
CHI",82,102.9,102.4,0.5,1286,3560,1237,.444,.456,.340,.345,.798,.770,1.18,1.07
2016-17,Sacramento,24,"24

Sacramento
SAC",82,102.8,106.7,-3.9,1331,3540,902,.461,.462,.376,.364,.775,.778,1.25,1.07
2016-17,Philadelphia,25,"25

Philadelphia
PHI",82,102.4,108.1,-5.7,1417,3644,1092,.442,.461,.340,.357,.771,.773,1.20,1.03
2016-17,Detroit,26,"26

Detroit
DET",82,101.3,102.5,-1.2,1219,3566,1125,.449,.460,.330,.366,.719,.780,1.14,1.06
2016-17,Orlando,27,"27

Orlando
ORL",82,101.1,107.6,-6.5,1226,3476,1018,.440,.467,.328,.367,.747,.766,1.16,1.03
2016-17,Utah,28,"28

Utah
UTA",82,100.7,96.8,3.9,1202,3516,905,.466,.443,.372,.358,.747,.769,1.27,1.09
2016-17,Memphis,29,"29

Memphis
MEM",82,100.5,100.0,0.5,1325,3318,1063,.435,.443,.354,.354,.784,.753,1.20,1.07
2016-17,Dallas,30,"30

Dallas
DAL",82,97.9,100.8,-2.9,1289,2698,808,.440,.469,.355,.380,.801,.772,1.19,1.05
2015-16,Golden State,1,"1

Golden State
GS",82,114.9,104.1,10.8,1400,3666,1004,.487,.435,.416,.332,.763,.757,1.32,1.14
2015-16,Oklahoma City,2,"2

Oklahoma City
OKC",82,110.2,102.9,7.3,1238,3926,1295,.476,.438,.349,.342,.782,.756,1.28,1.13
2015-16,Sacramento,3,"3

Sacramento
SAC",82,106.6,109.1,-2.5,1440,4064,1063,.464,.462,.359,.366,.725,.762,1.23,1.06
2015-16,Houston,4,"4

Houston
HOU",82,106.5,106.4,0.1,1549,3764,1136,.452,.459,.347,.361,.694,.756,1.28,1.08
2015-16,Boston,5,"5

Boston
BOS",82,105.7,102.5,3.2,1542,3770,1174,.439,.441,.335,.336,.788,.755,1.18,1.07
2015-16,Portland,6,"6

Portland
POR",82,105.1,104.3,0.8,1211,3220,1154,.450,.453,.370,.371,.754,.734,1.22,1.09
2015-16,Los Angeles,7,"7

Los Angeles
LAC",82,104.5,100.2,4.3,1386,3096,871,.465,.434,.364,.338,.692,.751,1.27,1.08
2015-16,Cleveland,8,"8

Cleveland
CLE",82,104.3,98.3,6.0,1338,3364,1084,.460,.448,.362,.347,.748,.743,1.24,1.10
2015-16,Washington,9,"9

Washington
WSH",82,104.1,104.6,-0.5,1428,3500,869,.460,.462,.358,.371,.730,.769,1.21,1.05
2015-16,San Antonio,10,"10

San Antonio
SA",82,103.5,92.9,10.6,1320,3580,972,.484,.436,.375,.331,.803,.758,1.25,1.10
2015-16,Charlotte,11,"11

Charlotte
CHA",82,103.4,100.7,2.7,1302,3086,937,.439,.444,.362,.349,.790,.769,1.22,1.07
2015-16,Atlanta,12,"12

Atlanta
ATL",82,102.8,99.2,3.6,1523,3560,876,.458,.432,.350,.338,.783,.755,1.22,1.05
2015-16,Toronto,13,"13

Toronto
TOR",82,102.7,98.2,4.5,1373,3472,1010,.451,.444,.370,.373,.777,.748,1.26,1.09
2015-16,New Orleans,13,"13

New Orleans
NO",82,102.7,106.5,-3.8,1228,3412,942,.448,.468,.360,.369,.776,.783,1.20,1.05
2015-16,Minnesota,15,"15

Minnesota
MIN",82,102.4,106.0,-3.6,1348,3620,1068,.464,.471,.338,.355,.792,.757,1.26,1.06
2015-16,Dallas,16,"16

Dallas
DAL",82,102.3,102.6,-0.3,1312,3122,872,.444,.451,.344,.342,.794,.738,1.22,1.06
2015-16,Indiana,17,"17

Indiana
IND",82,102.2,100.5,1.7,1553,3358,1054,.450,.440,.351,.334,.764,.751,1.20,1.04
2015-16,Orlando,18,"18

Orlando
ORL",82,102.1,103.7,-1.6,1460,3578,1036,.455,.460,.350,.359,.757,.746,1.18,1.05
2015-16,Detroit,19,"19

Detroit
DET",82,102.0,101.4,0.6,1266,3582,1224,.439,.461,.345,.355,.668,.783,1.18,1.06
2015-16,Denver,20,"20

Denver
DEN",82,101.9,105.0,-3.1,1289,3764,1090,.442,.461,.338,.371,.766,.761,1.19,1.05
2015-16,Chicago,21,"21

Chicago
CHI",82,101.6,103.1,-1.5,1087,3378,1114,.441,.441,.371,.345,.787,.737,1.16,1.05
2015-16,Phoenix,22,"22

Phoenix
PHX",82,100.9,107.5,-6.6,1354,3418,1148,.435,.467,.348,.377,.751,.749,1.18,1.02
2015-16,Miami,23,"23

Miami
MIA",82,100.0,98.4,1.6,1215,3830,1042,.470,.442,.336,.347,.744,.770,1.23,1.06
2015-16,Memphis,24,"24

Memphis
MEM",82,99.1,101.3,-2.2,1465,3614,1055,.440,.456,.331,.365,.783,.768,1.18,1.05
2015-16,Milwaukee,25,"25

Milwaukee
MIL",82,99.0,103.2,-4.2,1514,4148,996,.467,.454,.345,.352,.747,.768,1.21,1.04
2015-16,Brooklyn,26,"26

Brooklyn
BKN",82,98.6,106.0,-7.4,1233,3802,1035,.453,.479,.352,.369,.757,.763,1.17,1.03
2015-16,New York,27,"27

New York
NY",82,98.4,101.1,-2.7,966,2944,1079,.439,.443,.346,.341,.805,.754,1.17,1.04
2015-16,Utah,28,"28

Utah
UTA",82,97.7,95.9,1.8,1277,3448,1105,.449,.446,.355,.357,.744,.746,1.21,1.05
2015-16,Philadelphia,29,"29

Philadelphia
PHI",82,97.4,107.6,-10.2,1363,3550,959,.431,.464,.339,.359,.694,.786,1.16,0.98
2015-16,Los Angeles,30,"30

Los Angeles
LAL",82,97.3,106.9,-9.6,1117,3134,1067,.414,.473,.317,.347,.781,.731,1.15,1.01
2014-15,Golden State,1,"1

Golden State
GS",82,110.0,99.9,10.1,1612,3712,1027,.478,.428,.398,.337,.768,.763,1.26,1.11
2014-15,Los Angeles,2,"2

Los Angeles
LAC",82,106.7,100.1,6.6,1287,3068,1027,.473,.442,.376,.349,.710,.741,1.28,1.12
2014-15,Dallas,3,"3

Dallas
DAL",82,105.2,102.3,2.9,1582,3502,1073,.463,.450,.352,.364,.752,.753,1.23,1.09
2014-15,Toronto,4,"4

Toronto
TOR",82,104.0,100.9,3.1,1336,3524,1159,.455,.459,.352,.346,.787,.733,1.25,1.11
2014-15,Oklahoma City,4,"4

Oklahoma City
OKC",82,104.0,101.8,2.2,1263,3684,1248,.447,.440,.339,.343,.754,.745,1.20,1.07
2014-15,Houston,6,"6

Houston
HOU",82,103.9,100.5,3.4,1549,3712,1111,.444,.443,.348,.322,.715,.751,1.25,1.07
2014-15,San Antonio,7,"7

San Antonio
SA",82,103.2,97.0,6.2,1319,3690,996,.468,.444,.367,.360,.780,.745,1.23,1.08
2014-15,Cleveland,8,"8

Cleveland
CLE",82,103.1,98.7,4.4,1313,3360,1047,.458,.456,.367,.343,.751,.745,1.25,1.11
2014-15,Portland,9,"9

Portland
POR",82,102.8,98.6,4.2,1156,3106,1102,.450,.439,.362,.338,.801,.758,1.20,1.08
2014-15,Atlanta,10,"10

Atlanta
ATL",82,102.5,97.1,5.4,1502,3396,905,.466,.439,.380,.341,.778,.764,1.26,1.08
2014-15,Phoenix,11,"11

Phoenix
PHX",82,102.4,103.3,-0.9,1450,3508,1033,.452,.452,.341,.352,.760,.759,1.19,1.05
2014-15,Denver,12,"12

Denver
DEN",82,101.5,105.0,-3.5,1386,3684,1186,.433,.458,.325,.346,.734,.748,1.16,1.04
2014-15,Boston,13,"13

Boston
BOS",82,101.4,101.2,0.2,1421,3426,1152,.443,.450,.327,.336,.754,.755,1.15,1.04
2014-15,Sacramento,14,"14

Sacramento
SAC",82,101.3,105.0,-3.7,1251,3698,1157,.455,.456,.341,.349,.762,.748,1.26,1.05
2014-15,Chicago,15,"15

Chicago
CHI",82,100.8,97.8,3.0,1120,3366,1137,.442,.435,.353,.335,.783,.749,1.22,1.07
2014-15,New Orleans,16,"16

New Orleans
NO",82,99.4,98.6,0.8,1141,3688,1114,.457,.456,.370,.335,.751,.759,1.20,1.08
2014-15,Detroit,17,"17

Detroit
DET",82,98.5,99.5,-1.0,1302,3670,1218,.432,.456,.344,.355,.703,.772,1.15,1.05
2014-15,Washington,17,"17

Washington
WSH",82,98.5,97.8,0.7,1246,3402,980,.462,.433,.360,.349,.742,.738,1.19,1.03
2014-15,Los Angeles,17,"17

Los Angeles
LAL",82,98.5,105.3,-6.8,1188,3282,1170,.435,.466,.344,.363,.741,.745,1.15,1.03
2014-15,Memphis,20,"20

Memphis
MEM",82,98.3,95.1,3.2,1382,3866,1059,.458,.442,.339,.351,.773,.742,1.19,1.06
2014-15,Brooklyn,21,"21

Brooklyn
BKN",82,98.0,100.9,-2.9,1174,3698,1005,.451,.456,.331,.358,.748,.731,1.18,1.04
2014-15,Milwaukee,22,"22

Milwaukee
MIL",82,97.8,97.4,0.4,1572,3512,980,.459,.437,.363,.342,.757,.742,1.19,1.02
2014-15,Minnesota,22,"22

Minnesota
MIN",82,97.8,106.5,-8.7,1430,3386,1158,.438,.487,.332,.367,.776,.759,1.18,1.03
2014-15,Indiana,24,"24

Indiana
IND",82,97.3,97.0,0.3,1167,3044,1101,.439,.435,.352,.345,.756,.753,1.17,1.03
2014-15,Orlando,25,"25

Orlando
ORL",82,95.7,101.4,-5.7,1344,3700,1000,.453,.463,.347,.368,.729,.751,1.16,1.01
2014-15,Utah,26,"26

Utah
UTA",82,95.1,94.9,0.2,1245,3412,1238,.447,.446,.343,.362,.721,.744,1.20,1.04
2014-15,Miami,27,"27

Miami
MIA",82,94.7,97.3,-2.6,1314,3248,991,.456,.454,.335,.353,.741,.730,1.23,1.03
2014-15,Charlotte,28,"28

Charlotte
CHA",82,94.2,97.3,-3.1,1099,2994,1014,.420,.440,.318,.357,.748,.772,1.11,1.00
2014-15,Philadelphia,29,"29

Philadelphia
PHI",82,92.0,101.0,-9.0,1414,3346,1133,.408,.449,.320,.350,.676,.756,1.11,0.95
2014-15,New York,30,"30

New York
NY",82,91.9,101.2,-9.3,1200,2736,1017,.428,.460,.347,.380,.769,.759,1.12,0.99
2013-14,Los Angeles,1,"1

Los Angeles
LAC",82,107.9,101.0,6.9,1595,3152,998,.474,.441,.352,.332,.730,.755,1.31,1.12
2013-14,Houston,2,"2

Houston
HOU",82,107.7,103.1,4.6,1327,3836,1023,.472,.443,.358,.353,.712,.757,1.34,1.11
2013-14,Minnesota,3,"3

Minnesota
MIN",82,106.9,104.3,2.6,1545,3564,1172,.444,.471,.341,.364,.778,.756,1.22,1.09
2013-14,Portland,4,"4

Portland
POR",82,106.7,102.8,3.9,1139,2908,1241,.450,.451,.372,.355,.815,.766,1.23,1.11
2013-14,Oklahoma City,5,"5

Oklahoma City
OKC",82,106.2,99.8,6.4,1452,3212,1014,.471,.436,.361,.358,.806,.727,1.28,1.10
2013-14,San Antonio,6,"6

San Antonio
SA",82,105.4,97.6,7.8,1350,3438,896,.486,.444,.397,.353,.785,.760,1.26,1.10
2013-14,Phoenix,7,"7

Phoenix
PHX",82,105.2,102.6,2.6,1451,3170,990,.463,.456,.372,.341,.758,.766,1.26,1.09
2013-14,Dallas,8,"8

Dallas
DAL",82,104.8,102.4,2.4,1406,3130,882,.474,.464,.384,.359,.795,.758,1.25,1.11
2013-14,Denver,9,"9

Denver
DEN",82,104.4,106.5,-2.1,1355,3590,1112,.447,.457,.358,.351,.726,.763,1.22,1.06
2013-14,Golden State,10,"10

Golden State
GS",82,104.3,99.5,4.8,1400,3326,959,.462,.436,.380,.344,.753,.765,1.22,1.07
2013-14,Los Angeles,11,"11

Los Angeles
LAL",82,103.0,109.2,-6.2,1305,3084,780,.450,.468,.381,.361,.757,.727,1.21,1.04
2013-14,Miami,12,"12

Miami
MIA",82,102.2,97.4,4.8,1584,3416,741,.501,.457,.364,.362,.760,.750,1.34,1.11
2013-14,Toronto,13,"13

Toronto
TOR",82,101.3,98.0,3.3,1381,2888,1054,.445,.450,.372,.360,.782,.752,1.24,1.08
2013-14,Detroit,14,"14

Detroit
DET",82,101.0,104.7,-3.7,1481,4002,1250,.447,.470,.321,.365,.670,.756,1.16,1.06
2013-14,Atlanta,14,"14

Atlanta
ATL",82,101.0,101.5,-0.5,1428,3120,852,.458,.462,.363,.365,.781,.748,1.24,1.06
2013-14,Washington,16,"16

Washington
WSH",82,100.7,99.4,1.3,1493,3160,933,.459,.458,.380,.347,.731,.765,1.19,1.06
2013-14,Sacramento,17,"17

Sacramento
SAC",82,100.5,103.4,-2.9,1234,3368,1155,.447,.461,.333,.380,.759,.737,1.22,1.05
2013-14,New Orleans,18,"18

New Orleans
NO",82,99.7,102.4,-2.7,1376,3468,1054,.459,.465,.373,.357,.769,.752,1.21,1.07
2013-14,Philadelphia,19,"19

Philadelphia
PHI",82,99.5,109.9,-10.4,1523,3708,1033,.435,.471,.312,.370,.710,.754,1.14,0.99
2013-14,New York,20,"20

New York
NY",82,98.6,99.4,-0.8,1372,2540,998,.449,.458,.372,.371,.761,.765,1.20,1.08
2013-14,Brooklyn,21,"21

Brooklyn
BKN",82,98.5,99.5,-1.0,1526,2928,755,.459,.458,.369,.367,.753,.760,1.26,1.06
2013-14,Cleveland,22,"22

Cleveland
CLE",82,98.2,101.5,-3.3,1236,2986,985,.437,.452,.356,.367,.751,.757,1.16,1.04
2013-14,Charlotte,23,"23

Charlotte
CHA",82,96.9,97.1,-0.2,1175,3088,897,.442,.442,.351,.369,.737,.759,1.18,1.03
2013-14,Indiana,24,"24

Indiana
IND",82,96.7,92.3,4.4,1274,2904,930,.449,.420,.357,.345,.779,.755,1.21,1.04
2013-14,Orlando,25,"25

Orlando
ORL",82,96.5,102.0,-5.5,1210,2846,894,.445,.456,.353,.371,.763,.770,1.17,1.01
2013-14,Boston,26,"26

Boston
BOS",82,96.2,100.7,-4.5,1303,2792,1061,.435,.465,.333,.347,.777,.761,1.15,1.02
2013-14,Memphis,27,"27

Memphis
MEM",82,96.1,94.6,1.5,1332,3630,1024,.464,.450,.353,.355,.741,.766,1.17,1.06
2013-14,Milwaukee,28,"28

Milwaukee
MIL",82,95.5,103.7,-8.2,1327,3182,997,.438,.468,.353,.382,.747,.751,1.16,1.03
2013-14,Utah,29,"29

Utah
UTA",82,95.0,102.2,-7.2,1127,3136,984,.444,.473,.344,.376,.747,.773,1.17,1.03
2013-14,Chicago,30,"30

Chicago
CHI",82,93.7,91.8,1.9,1262,2832,1080,.432,.430,.348,.351,.779,.753,1.17,1.02
2012-13,Denver,1,"1

Denver
DEN",82,106.1,101.1,-,1630,0,0,.478,.444,.343,.363,.701,.731,1.25,-
2012-13,Houston,2,"2

Houston
HOU",82,106.0,102.5,-,1472,0,0,.461,.454,.366,.368,.754,.776,1.28,-
2012-13,Oklahoma City,3,"3

Oklahoma City
OKC",82,105.7,96.5,-,1487,0,0,.481,.425,.377,.346,.828,.774,1.33,-
2012-13,San Antonio,4,"4

San Antonio
SA",82,103.0,96.6,-,1426,0,0,.481,.442,.376,.353,.791,.760,1.27,-
2012-13,Miami,5,"5

Miami
MIA",82,102.9,95.0,-,1526,0,0,.496,.440,.396,.350,.754,.766,1.33,-
2012-13,Los Angeles,6,"6

Los Angeles
LAL",82,102.2,101.0,-,1270,0,0,.458,.453,.355,.357,.692,.732,1.26,-
2012-13,Golden State,7,"7

Golden State
GS",82,101.2,100.3,-,1142,0,0,.458,.439,.403,.347,.790,.748,1.21,-
2012-13,Los Angeles,8,"8

Los Angeles
LAC",82,101.1,94.6,-,1607,0,0,.478,.443,.358,.373,.711,.749,1.25,-
2012-13,Dallas,8,"8

Dallas
DAL",82,101.1,101.7,-,1327,0,0,.462,.445,.372,.359,.793,.753,1.20,-
2012-13,Sacramento,10,"10

Sacramento
SAC",82,100.2,105.1,-,1338,0,0,.447,.472,.363,.355,.769,.783,1.19,-
2012-13,New York,11,"11

New York
NY",82,100.0,95.7,-,1461,0,0,.448,.458,.376,.357,.759,.757,1.23,-
2012-13,Milwaukee,12,"12

Milwaukee
MIL",82,98.9,100.4,-,1465,0,0,.435,.454,.360,.348,.736,.759,1.13,-
2012-13,Atlanta,13,"13

Atlanta
ATL",82,98.0,97.5,-,1398,0,0,.464,.450,.371,.379,.715,.763,1.21,-
2012-13,Utah,13,"13

Utah
UTA",82,98.0,98.1,-,1429,0,0,.454,.458,.366,.370,.764,.757,1.20,-
2012-13,Portland,15,"15

Portland
POR",82,97.5,100.7,-,1241,0,0,.448,.474,.353,.340,.776,.761,1.19,-
2012-13,Toronto,16,"16

Toronto
TOR",82,97.2,98.7,-,1385,0,0,.446,.458,.343,.361,.788,.747,1.19,-
2012-13,Brooklyn,17,"17

Brooklyn
BKN",82,96.9,95.1,-,1299,0,0,.450,.464,.357,.366,.731,.731,1.21,-
2012-13,Boston,18,"18

Boston
BOS",81,96.5,96.7,-,1350,0,0,.465,.441,.358,.342,.776,.740,1.21,-
2012-13,Cleveland,18,"18

Cleveland
CLE",82,96.5,101.2,-,1387,0,0,.434,.476,.346,.372,.756,.739,1.15,-
2012-13,Minnesota,20,"20

Minnesota
MIN",82,95.7,98.1,-,1483,0,0,.439,.468,.305,.369,.742,.752,1.17,-
2012-13,Phoenix,21,"21

Phoenix
PHX",82,95.2,101.6,-,1321,0,0,.443,.470,.330,.388,.744,.757,1.13,-
2012-13,Detroit,22,"22

Detroit
DET",82,94.9,98.8,-,1263,0,0,.449,.459,.356,.360,.699,.762,1.17,-
2012-13,Indiana,23,"23

Indiana
IND",81,94.7,90.7,-,1231,0,0,.436,.420,.347,.327,.746,.760,1.18,-
2012-13,Orlando,24,"24

Orlando
ORL",82,94.1,101.1,-,1152,0,0,.448,.463,.329,.359,.755,.738,1.12,-
2012-13,New Orleans,24,"24

New Orleans
NO",82,94.1,97.9,-,1210,0,0,.448,.471,.363,.374,.776,.759,1.17,-
2012-13,Charlotte,26,"26

Charlotte
CHA",82,93.4,102.7,-,1184,0,0,.425,.471,.335,.388,.750,.747,1.15,-
2012-13,Memphis,26,"26

Memphis
MEM",82,93.4,89.3,-,1428,0,0,.444,.435,.345,.338,.773,.748,1.15,-
2012-13,Philadelphia,28,"28

Philadelphia
PHI",82,93.2,96.5,-,1335,0,0,.444,.454,.360,.349,.729,.760,1.11,-
2012-13,Chicago,28,"28

Chicago
CHI",82,93.2,92.9,-,1231,0,0,.437,.443,.353,.346,.773,.739,1.14,-
2012-13,Washington,28,"28

Washington
WSH",82,93.2,95.8,-,1276,0,0,.435,.440,.365,.349,.733,.738,1.14,-
2011-12,Denver,1,"1

Denver
DEN",66,104.1,101.2,-,1245,0,0,.476,.456,.332,.383,.735,.759,1.27,-
2011-12,San Antonio,2,"2

San Antonio
SA",66,103.7,96.5,-,1056,0,0,.478,.452,.393,.353,.748,.756,1.25,-
2011-12,Oklahoma City,3,"3

Oklahoma City
OKC",66,103.1,96.9,-,1061,0,0,.471,.427,.358,.342,.806,.768,1.30,-
2011-12,Utah,4,"4

Utah
UTA",66,99.7,99.0,-,1099,0,0,.456,.453,.323,.340,.754,.754,1.19,-
2011-12,Milwaukee,5,"5

Milwaukee
MIL",66,99.0,98.7,-,1200,0,0,.443,.449,.345,.351,.774,.769,1.16,-
2011-12,Sacramento,6,"6

Sacramento
SAC",66,98.8,104.4,-,1184,0,0,.436,.476,.316,.355,.736,.762,1.14,-
2011-12,Miami,7,"7

Miami
MIA",66,98.5,92.5,-,1297,0,0,.469,.434,.359,.363,.775,.725,1.25,-
2011-12,Phoenix,8,"8

Phoenix
PHX",66,98.4,98.6,-,995,0,0,.458,.455,.343,.352,.757,.762,1.19,-
2011-12,Houston,9,"9

Houston
HOU",66,98.1,97.9,-,1116,0,0,.449,.456,.359,.325,.782,.766,1.17,-
2011-12,Minnesota,10,"10

Minnesota
MIN",66,97.9,100.1,-,933,0,0,.433,.455,.332,.340,.771,.755,1.19,-
2011-12,New York,11,"11

New York
NY",66,97.8,94.7,-,1242,0,0,.443,.442,.336,.359,.741,.736,1.21,-
2011-12,Golden State,11,"11

Golden State
GS",66,97.8,101.2,-,1065,0,0,.457,.453,.388,.365,.770,.747,1.19,-
2011-12,Indiana,13,"13

Indiana
IND",66,97.7,94.4,-,1087,0,0,.438,.435,.368,.351,.782,.729,1.20,-
2011-12,Los Angeles,14,"14

Los Angeles
LAC",66,97.5,95.0,-,1150,0,0,.455,.447,.357,.365,.680,.746,1.20,-
2011-12,Los Angeles,15,"15

Los Angeles
LAL",66,97.3,95.9,-,821,0,0,.457,.437,.326,.348,.756,.742,1.21,-
2011-12,Portland,16,"16

Portland
POR",66,97.2,97.8,-,1053,0,0,.443,.463,.346,.363,.796,.747,1.18,-
2011-12,Atlanta,17,"17

Atlanta
ATL",66,96.6,93.2,-,1132,0,0,.454,.444,.370,.344,.740,.753,1.19,-
2011-12,Chicago,18,"18

Chicago
CHI",66,96.3,88.2,-,977,0,0,.452,.421,.375,.325,.722,.740,1.16,-
2011-12,Dallas,19,"19

Dallas
DAL",66,95.8,94.8,-,1117,0,0,.443,.435,.339,.346,.771,.750,1.17,-
2011-12,Memphis,20,"20

Memphis
MEM",66,95.0,93.0,-,1301,0,0,.447,.444,.326,.345,.759,.764,1.16,-
2011-12,Orlando,21,"21

Orlando
ORL",66,94.2,93.4,-,992,0,0,.441,.449,.375,.347,.660,.772,1.20,-
2011-12,Philadelphia,22,"22

Philadelphia
PHI",66,93.6,89.4,-,1077,0,0,.448,.427,.362,.334,.742,.752,1.12,-
2011-12,Washington,22,"22

Washington
WSH",66,93.6,98.4,-,1152,0,0,.441,.453,.320,.350,.727,.758,1.13,-
2011-12,New Jersey,24,"24

New Jersey
NJ",66,93.1,99.1,-,1057,0,0,.425,.472,.342,.374,.777,.740,1.15,-
2011-12,Cleveland,25,"25

Cleveland
CLE",66,93.0,100.2,-,956,0,0,.422,.467,.346,.362,.716,.748,1.15,-
2011-12,Boston,26,"26

Boston
BOS",66,91.8,89.3,-,1075,0,0,.460,.419,.367,.308,.778,.760,1.19,-
2011-12,Detroit,27,"27

Detroit
DET",66,90.9,95.7,-,1038,0,0,.438,.462,.346,.355,.752,.765,1.15,-
2011-12,Toronto,28,"28

Toronto
TOR",66,90.7,94.0,-,993,0,0,.440,.435,.340,.328,.770,.744,1.16,-
2011-12,New Orleans,29,"29

New Orleans
NO",66,89.6,93.4,-,1007,0,0,.451,.444,.333,.317,.757,.759,1.16,-
2011-12,Charlotte,30,"30

Charlotte
CHA",66,87.0,100.9,-,943,0,0,.414,.475,.295,.356,.746,.750,1.08,-
2010-11,Denver,1,"1

Denver
DEN",82,107.5,102.7,-,1333,0,0,.476,.459,.388,.344,.765,.756,1.33,-
2010-11,New York,2,"2

New York
NY",82,106.5,105.7,-,1459,0,0,.457,.472,.368,.372,.809,.762,1.27,-
2010-11,Houston,3,"3

Houston
HOU",82,105.9,103.7,-,1400,0,0,.454,.468,.367,.358,.801,.781,1.25,-
2010-11,Phoenix,4,"4

Phoenix
PHX",82,105.0,105.9,-,1302,0,0,.470,.472,.377,.367,.759,.754,1.26,-
2010-11,Oklahoma City,5,"5

Oklahoma City
OKC",82,104.8,101.0,-,1389,0,0,.464,.458,.347,.361,.823,.744,1.30,-
2010-11,San Antonio,6,"6

San Antonio
SA",82,103.7,98.0,-,1301,0,0,.475,.456,.397,.367,.767,.766,1.28,-
2010-11,Golden State,7,"7

Golden State
GS",82,103.4,105.7,-,1606,0,0,.461,.467,.392,.358,.761,.776,1.20,-
2010-11,Miami,8,"8

Miami
MIA",82,102.1,94.6,-,1317,0,0,.481,.434,.370,.345,.769,.744,1.33,-
2010-11,Los Angeles,9,"9

Los Angeles
LAL",82,101.5,95.4,-,1250,0,0,.463,.437,.352,.335,.779,.765,1.23,-
2010-11,Minnesota,10,"10

Minnesota
MIN",82,101.1,107.7,-,1339,0,0,.441,.468,.376,.374,.768,.778,1.18,-
2010-11,Dallas,11,"11

Dallas
DAL",82,100.2,96.0,-,1252,0,0,.475,.450,.365,.343,.777,.750,1.27,-
2010-11,Memphis,12,"12

Memphis
MEM",82,99.9,97.6,-,1601,0,0,.471,.457,.334,.369,.750,.761,1.20,-
2010-11,Indiana,13,"13

Indiana
IND",82,99.8,100.9,-,1261,0,0,.442,.449,.354,.359,.782,.750,1.21,-
2010-11,Sacramento,14,"14

Sacramento
SAC",82,99.4,104.7,-,1392,0,0,.449,.478,.335,.355,.734,.762,1.17,-
